,id,y_Ligard
639,639,1
640,640,1
641,641,1
642,642,1
643,643,1
644,644,1
645,645,1
646,646,1
647,647,1
648,648,0
649,649,0
650,650,1
651,651,0
652,652,0
653,653,0
654,654,1
655,655,0
656,656,1
657,657,1
658,658,1
659,659,0
660,660,1
661,661,0
662,662,1
663,663,1
664,664,1
665,665,0
666,666,1
667,667,1
668,668,1
669,669,1
670,670,1
671,671,1
672,672,1
673,673,1
674,674,1
675,675,1
676,676,1
677,677,0
678,678,1
679,679,1
680,680,1
681,681,1
682,682,0
683,683,0
684,684,1
685,685,1
686,686,1
687,687,1
688,688,1
689,689,1
690,690,1
691,691,1
692,692,1
693,693,1
694,694,1
695,695,1
696,696,1
697,697,1
698,698,1
699,699,1
700,700,1
701,701,0
702,702,1
703,703,1
704,704,0
705,705,0
706,706,1
707,707,1
708,708,1
709,709,1
710,710,1
711,711,1
712,712,1
713,713,1
714,714,1
715,715,1
716,716,1
717,717,1
718,718,1
719,719,0
720,720,1
721,721,0
722,722,1
723,723,1
724,724,0
725,725,1
726,726,1
727,727,1
728,728,1
729,729,1
730,730,1
731,731,1
732,732,1
733,733,1
734,734,1
735,735,1
736,736,1
737,737,1
738,738,1
739,739,1
740,740,1
741,741,1
742,742,1
743,743,1
744,744,1
745,745,1
746,746,1
747,747,1
748,748,1
749,749,1
750,750,1
751,751,1
752,752,0
753,753,1
754,754,1
755,755,0
756,756,1
757,757,0
758,758,1
759,759,1
760,760,1
761,761,1
762,762,1
763,763,1
764,764,1
765,765,1
766,766,1
767,767,1
768,768,1
769,769,1
770,770,1
771,771,0
772,772,0
773,773,1
774,774,1
775,775,0
776,776,0
777,777,1
778,778,0
779,779,0
780,780,0
781,781,1
782,782,1
783,783,0
784,784,0
785,785,1
786,786,0
787,787,0
788,788,0
789,789,1
790,790,0
791,791,0
792,792,0
793,793,0
794,794,0
795,795,1
796,796,0
797,797,0
798,798,0
799,799,0
800,800,0
801,801,0
802,802,0
803,803,0
804,804,0
805,805,1
806,806,1
807,807,0
808,808,0
809,809,0
810,810,0
811,811,0
812,812,1
813,813,0
814,814,0
815,815,0
816,816,1
817,817,0
818,818,1
819,819,0
820,820,0
821,821,1
822,822,0
823,823,0
824,824,1
825,825,1
826,826,0
827,827,1
828,828,1
829,829,1
830,830,1
831,831,1
832,832,1
833,833,1
834,834,0
835,835,1
836,836,1
837,837,0
838,838,1
839,839,1
840,840,0
841,841,1
842,842,1
843,843,0
844,844,0
845,845,0
846,846,0
847,847,0
848,848,0
849,849,0
850,850,0
851,851,0
852,852,0
853,853,0
854,854,0
855,855,0
856,856,0
857,857,0
858,858,0
859,859,0
860,860,0
861,861,0
862,862,0
863,863,0
864,864,0
865,865,0
866,866,0
867,867,0
868,868,0
869,869,0
870,870,0
871,871,0
872,872,0
873,873,0
874,874,0
875,875,0
876,876,0
877,877,0
878,878,0
879,879,0
880,880,0
881,881,0
882,882,1
883,883,1
884,884,1
885,885,1
886,886,1
887,887,1
888,888,1
889,889,1
890,890,0
891,891,1
892,892,1
893,893,1
894,894,0
895,895,0
896,896,1
897,897,1
898,898,1
899,899,0
900,900,1
901,901,1
902,902,1
903,903,0
904,904,1
905,905,1
906,906,1
907,907,0
908,908,1
909,909,0
910,910,1
911,911,0
912,912,1
913,913,1
914,914,1
915,915,0
916,916,0
917,917,0
918,918,0
919,919,0
920,920,0
921,921,1
922,922,1
923,923,1
924,924,1
925,925,1
926,926,1
927,927,1
928,928,1
929,929,1
930,930,1
931,931,1
932,932,1
933,933,1
934,934,1
935,935,1
936,936,1
937,937,1
938,938,1
939,939,1
940,940,1
941,941,0
942,942,1
943,943,1
944,944,0
945,945,0
946,946,0
947,947,0
948,948,0
949,949,0
950,950,0
951,951,0
952,952,0
953,953,0
954,954,0
955,955,0
956,956,0
957,957,0
958,958,0
959,959,1
960,960,1
961,961,1
962,962,1
963,963,1
964,964,1
965,965,1
966,966,1
967,967,1
968,968,1
969,969,1
970,970,1
971,971,1
972,972,0
973,973,1
974,974,1
975,975,0
976,976,0
977,977,0
978,978,1
979,979,0
980,980,1
981,981,1
982,982,0
983,983,1
984,984,1
985,985,1
986,986,1
987,987,1
988,988,1
989,989,1
990,990,1
991,991,1
992,992,1
993,993,1
994,994,0
995,995,0
996,996,1
997,997,1
998,998,0
999,999,0
1000,1000,1
1001,1001,1
1002,1002,1
1003,1003,1
1004,1004,1
1005,1005,1
1006,1006,1
1007,1007,0
1008,1008,1
1009,1009,0
1010,1010,1
1011,1011,1
1012,1012,1
1013,1013,1
1014,1014,1
1015,1015,1
1016,1016,1
1017,1017,1
1018,1018,1
1019,1019,1
1020,1020,1
1021,1021,1
1022,1022,1
1023,1023,1
1024,1024,1
1025,1025,1
1026,1026,1
1027,1027,1
1028,1028,1
1029,1029,1
1030,1030,1
1031,1031,1
1032,1032,0
1033,1033,1
1034,1034,1
1035,1035,0
1036,1036,1
1037,1037,1
1038,1038,1
1039,1039,1
1040,1040,1
1041,1041,1
1042,1042,1
1043,1043,1
1044,1044,1
1045,1045,1
1046,1046,1
1047,1047,1
1048,1048,1
1049,1049,1
1050,1050,1
1051,1051,1
1052,1052,1
1053,1053,1
1054,1054,1
1055,1055,1
1056,1056,1
1057,1057,1
1058,1058,1
1059,1059,0
1060,1060,1
1061,1061,1
1062,1062,1
1063,1063,0
1064,1064,0
1065,1065,1
1066,1066,0
1067,1067,0
1068,1068,1
1069,1069,0
1070,1070,1
1071,1071,0
1072,1072,0
1073,1073,1
1074,1074,0
1075,1075,1
1076,1076,1
1077,1077,0
1078,1078,1
1079,1079,1
1080,1080,1
1081,1081,0
1082,1082,0
1083,1083,1
1084,1084,1
1085,1085,1
1086,1086,1
1087,1087,1
1088,1088,1
1089,1089,1
1090,1090,1
1091,1091,1
1092,1092,1
1093,1093,1
1094,1094,1
1095,1095,0
1096,1096,1
1097,1097,1
1098,1098,1
1099,1099,1
1100,1100,1
1101,1101,1
1102,1102,1
1103,1103,1
1104,1104,1
1105,1105,1
1106,1106,1
1107,1107,1
1108,1108,1
1109,1109,1
1110,1110,0
1111,1111,1
1112,1112,1
1113,1113,1
1114,1114,1
1115,1115,1
1116,1116,1
1117,1117,1
1118,1118,1
1119,1119,1
1120,1120,0
1121,1121,0
1122,1122,1
1123,1123,0
1124,1124,0
1125,1125,0
1126,1126,0
1127,1127,0
1128,1128,0
1129,1129,0
1130,1130,0
1131,1131,0
1132,1132,0
1133,1133,0
1134,1134,0
1135,1135,0
1136,1136,0
1137,1137,0
1138,1138,0
1139,1139,0
1140,1140,0
1141,1141,0
1142,1142,0
1143,1143,0
1144,1144,0
1145,1145,0
1146,1146,0
1147,1147,0
1148,1148,0
1149,1149,0
1150,1150,0
1151,1151,0
1152,1152,0
1153,1153,0
1154,1154,0
1155,1155,0
1156,1156,0
1157,1157,0
1158,1158,0
1159,1159,0
1160,1160,0
1161,1161,0
1162,1162,0
1163,1163,0
1164,1164,0
1165,1165,0
1166,1166,0
1167,1167,0
1168,1168,0
1169,1169,0
1170,1170,0
1171,1171,0
1172,1172,0
1173,1173,0
1174,1174,0
1175,1175,0
1176,1176,0
1177,1177,0
1178,1178,0
1179,1179,0
1180,1180,0
1181,1181,0
1182,1182,0
1183,1183,0
1184,1184,0
1185,1185,0
1186,1186,0
1187,1187,0
1188,1188,0
1189,1189,0
1190,1190,0
1191,1191,0
1192,1192,1
1193,1193,0
1194,1194,0
1195,1195,1
1196,1196,1
1197,1197,1
1198,1198,0
1199,1199,0
1200,1200,0
1201,1201,1
1202,1202,1
1203,1203,1
1204,1204,1
1205,1205,0
1206,1206,0
1207,1207,1
1208,1208,0
1209,1209,0
1210,1210,1
1211,1211,0
1212,1212,0
1213,1213,0
1214,1214,0
1215,1215,1
1216,1216,0
1217,1217,1
1218,1218,1
1219,1219,0
1220,1220,1
1221,1221,1
1222,1222,0
1223,1223,0
1224,1224,0
1225,1225,1
1226,1226,1
1227,1227,0
1228,1228,1
1229,1229,0
1230,1230,0
1231,1231,0
1232,1232,1
1233,1233,1
1234,1234,0
1235,1235,1
1236,1236,0
1237,1237,0
1238,1238,1
1239,1239,0
1240,1240,0
1241,1241,1
1242,1242,0
1243,1243,0
1244,1244,0
1245,1245,0
1246,1246,0
1247,1247,1
1248,1248,0
1249,1249,0
1250,1250,0
1251,1251,0
1252,1252,0
1253,1253,1
1254,1254,0
1255,1255,0
1256,1256,0
1257,1257,1
1258,1258,0
1259,1259,1
1260,1260,0
1261,1261,0
1262,1262,0
1263,1263,0
1264,1264,1
1265,1265,0
1266,1266,0
1267,1267,0
1268,1268,0
1269,1269,0
1270,1270,0
1271,1271,0
1272,1272,1
1273,1273,1
1274,1274,0
1275,1275,1
1276,1276,0
1277,1277,1
1278,1278,1
1279,1279,1
1280,1280,0
1281,1281,0
1282,1282,0
1283,1283,0
1284,1284,0
1285,1285,0
1286,1286,0
1287,1287,0
1288,1288,0
1289,1289,0
1290,1290,0
1291,1291,0
1292,1292,0
1293,1293,0
1294,1294,0
1295,1295,0
1296,1296,0
1297,1297,0
1298,1298,0
1299,1299,0
1300,1300,0
1301,1301,0
1302,1302,0
1303,1303,0
1304,1304,0
1305,1305,0
1306,1306,0
1307,1307,0
1308,1308,0
1309,1309,0
1310,1310,0
1311,1311,0
1312,1312,0
1313,1313,0
1314,1314,0
1315,1315,0
1316,1316,0
1317,1317,0
1318,1318,0
1319,1319,0
1320,1320,0
1321,1321,1
1322,1322,0
1323,1323,0
1324,1324,0
1325,1325,0
1326,1326,0
1327,1327,0
1328,1328,0
1329,1329,0
1330,1330,0
1331,1331,0
1332,1332,0
1333,1333,0
1334,1334,0
1335,1335,0
1336,1336,0
1337,1337,0
1338,1338,0
1339,1339,0
1340,1340,0
1341,1341,0
1342,1342,0
1343,1343,0
1344,1344,0
1345,1345,0
1346,1346,0
1347,1347,0
1348,1348,0
1349,1349,0
1350,1350,0
1351,1351,0
1352,1352,0
1353,1353,0
1354,1354,0
1355,1355,0
1356,1356,0
1357,1357,0
1358,1358,0
1359,1359,0
1360,1360,0
1361,1361,0
1362,1362,0
1363,1363,0
1364,1364,1
1365,1365,0
1366,1366,0
1367,1367,1
1368,1368,0
1369,1369,0
1370,1370,0
1371,1371,0
1372,1372,1
1373,1373,1
1374,1374,1
1375,1375,0
1376,1376,1
1377,1377,1
1378,1378,1
1379,1379,0
1380,1380,1
1381,1381,0
1382,1382,1
1383,1383,1
1384,1384,1
1385,1385,1
1386,1386,1
1387,1387,1
1388,1388,1
1389,1389,1
1390,1390,1
1391,1391,1
1392,1392,0
1393,1393,1
1394,1394,1
1395,1395,1
1396,1396,1
1397,1397,1
1398,1398,1
1399,1399,0
1400,1400,0
1401,1401,1
1402,1402,1
1403,1403,1
1404,1404,1
1405,1405,1
1406,1406,1
1407,1407,1
1408,1408,1
1409,1409,1
1410,1410,1
1411,1411,1
1412,1412,1
1413,1413,1
1414,1414,1
1415,1415,1
1416,1416,1
1417,1417,0
1418,1418,0
1419,1419,0
1420,1420,1
1421,1421,1
1422,1422,1
1423,1423,0
1424,1424,0
1425,1425,1
1426,1426,1
1427,1427,1
1428,1428,1
1429,1429,1
1430,1430,1
1431,1431,1
1432,1432,0
1433,1433,1
1434,1434,1
1435,1435,0
1436,1436,0
1437,1437,0
1438,1438,1
1439,1439,0
1440,1440,0
1441,1441,0
1442,1442,0
1443,1443,0
1444,1444,0
1445,1445,0
1446,1446,1
1447,1447,0
1448,1448,0
1449,1449,1
1450,1450,1
1451,1451,1
1452,1452,1
1453,1453,1
1454,1454,1
1455,1455,1
1456,1456,1
1457,1457,1
1458,1458,1
1459,1459,0
1460,1460,1
1461,1461,0
1462,1462,1
1463,1463,0
1464,1464,1
1465,1465,0
1466,1466,1
1467,1467,1
1468,1468,1
1469,1469,1
1470,1470,1
1471,1471,1
1472,1472,1
1473,1473,1
1474,1474,1
1475,1475,1
1476,1476,1
1477,1477,1
1478,1478,1
1479,1479,1
1480,1480,1
1481,1481,1
1482,1482,1
1483,1483,1
1484,1484,1
1485,1485,1
1486,1486,1
1487,1487,1
1488,1488,1
1489,1489,1
1490,1490,1
1491,1491,1
1492,1492,1
1493,1493,0
1494,1494,1
1495,1495,1
1496,1496,1
1497,1497,1
1498,1498,0
1499,1499,0
1500,1500,1
1501,1501,1
1502,1502,1
1503,1503,1
1504,1504,1
1505,1505,1
1506,1506,1
1507,1507,1
1508,1508,1
1509,1509,1
1510,1510,1
1511,1511,1
1512,1512,1
1513,1513,1
1514,1514,1
1515,1515,1
1516,1516,1
1517,1517,1
1518,1518,0
1519,1519,1
1520,1520,1
1521,1521,1
1522,1522,0
1523,1523,0
1524,1524,1
1525,1525,1
1526,1526,0
1527,1527,1
1528,1528,1
1529,1529,0
1530,1530,1
1531,1531,0
1532,1532,0
1533,1533,0
1534,1534,0
1535,1535,1
1536,1536,1
1537,1537,1
1538,1538,1
1539,1539,1
1540,1540,0
1541,1541,1
1542,1542,1
1543,1543,1
1544,1544,1
1545,1545,0
1546,1546,1
1547,1547,1
1548,1548,1
1549,1549,1
1550,1550,1
1551,1551,1
1552,1552,1
1553,1553,1
1554,1554,0
1555,1555,1
1556,1556,1
1557,1557,1
1558,1558,1
1559,1559,1
1560,1560,1
1561,1561,1
1562,1562,1
1563,1563,1
1564,1564,1
1565,1565,1
1566,1566,1
1567,1567,1
1568,1568,1
1569,1569,1
1570,1570,1
1571,1571,1
1572,1572,1
1573,1573,1
1574,1574,1
1575,1575,1
1576,1576,1
1577,1577,1
1578,1578,1
1579,1579,1
1580,1580,1
1581,1581,1
1582,1582,1
1583,1583,1
1584,1584,1
1585,1585,0
1586,1586,1
1587,1587,1
1588,1588,0
1589,1589,0
1590,1590,1
1591,1591,1
1592,1592,1
1593,1593,1
1594,1594,1
1595,1595,1
1596,1596,1
1597,1597,1
1598,1598,1
1599,1599,1
1600,1600,1
1601,1601,1
1602,1602,1
1603,1603,1
1604,1604,1
1605,1605,1
1606,1606,1
1607,1607,1
1608,1608,0
1609,1609,1
1610,1610,0
1611,1611,1
1612,1612,1
1613,1613,1
1614,1614,1
1615,1615,1
1616,1616,1
1617,1617,1
1618,1618,0
1619,1619,1
1620,1620,1
1621,1621,0
1622,1622,1
1623,1623,1
1624,1624,1
1625,1625,1
1626,1626,1
1627,1627,1
1628,1628,1
1629,1629,1
1630,1630,1
1631,1631,1
1632,1632,0
1633,1633,0
1634,1634,1
1635,1635,1
1636,1636,1
1637,1637,1
1638,1638,0
1639,1639,1
1640,1640,0
1641,1641,1
1642,1642,1
1643,1643,1
1644,1644,1
1645,1645,1
1646,1646,1
1647,1647,1
1648,1648,1
1649,1649,1
1650,1650,1
1651,1651,1
1652,1652,1
1653,1653,0
1654,1654,0
1655,1655,1
1656,1656,0
1657,1657,1
1658,1658,1
1659,1659,1
1660,1660,1
1661,1661,1
1662,1662,1
1663,1663,1
1664,1664,1
1665,1665,1
1666,1666,1
1667,1667,1
1668,1668,1
1669,1669,1
1670,1670,1
1671,1671,1
1672,1672,1
1673,1673,0
1674,1674,0
1675,1675,0
1676,1676,0
1677,1677,0
1678,1678,0
1679,1679,0
1680,1680,0
1681,1681,0
1682,1682,0
1683,1683,0
1684,1684,0
1685,1685,0
1686,1686,0
1687,1687,0
1688,1688,0
1689,1689,0
1690,1690,0
1691,1691,0
1692,1692,0
1693,1693,0
1694,1694,0
1695,1695,0
1696,1696,0
1697,1697,0
1698,1698,0
1699,1699,0
1700,1700,0
1701,1701,0
1702,1702,0
1703,1703,0
1704,1704,0
1705,1705,0
1706,1706,0
1707,1707,0
1708,1708,0
1709,1709,0
1710,1710,0
1711,1711,0
1712,1712,0
1713,1713,0
1714,1714,0
1715,1715,0
1716,1716,0
1717,1717,0
1718,1718,0
1719,1719,0
1720,1720,0
1721,1721,0
1722,1722,1
1723,1723,1
1724,1724,1
1725,1725,1
1726,1726,1
1727,1727,1
1728,1728,1
1729,1729,1
1730,1730,1
1731,1731,0
1732,1732,1
1733,1733,1
1734,1734,0
1735,1735,1
1736,1736,1
1737,1737,1
1738,1738,1
1739,1739,0
1740,1740,1
1741,1741,1
1742,1742,0
1743,1743,1
1744,1744,1
1745,1745,0
1746,1746,0
1747,1747,0
1748,1748,1
1749,1749,0
1750,1750,0
1751,1751,1
1752,1752,0
1753,1753,1
1754,1754,1
1755,1755,1
1756,1756,1
1757,1757,1
1758,1758,1
1759,1759,0
1760,1760,0
1761,1761,0
1762,1762,1
1763,1763,1
1764,1764,1
1765,1765,1
1766,1766,1
1767,1767,1
1768,1768,1
1769,1769,1
1770,1770,1
1771,1771,1
1772,1772,1
1773,1773,1
1774,1774,1
1775,1775,1
1776,1776,1
1777,1777,1
1778,1778,1
1779,1779,0
1780,1780,1
1781,1781,0
1782,1782,1
1783,1783,1
1784,1784,0
1785,1785,1
1786,1786,1
1787,1787,1
1788,1788,1
1789,1789,1
1790,1790,0
1791,1791,1
1792,1792,1
1793,1793,0
1794,1794,0
1795,1795,0
1796,1796,0
1797,1797,0
1798,1798,0
1799,1799,0
1800,1800,0
1801,1801,0
1802,1802,0
1803,1803,0
1804,1804,0
1805,1805,0
1806,1806,0
1807,1807,0
1808,1808,0
1809,1809,0
1810,1810,0
1811,1811,0
1812,1812,0
1813,1813,0
1814,1814,0
1815,1815,0
1816,1816,0
1817,1817,0
1818,1818,0
1819,1819,0
1820,1820,0
1821,1821,0
1822,1822,0
1823,1823,0
1824,1824,0
1825,1825,0
1826,1826,0
1827,1827,0
1828,1828,0
1829,1829,0
1830,1830,0
1831,1831,0
1832,1832,0
1833,1833,0
1834,1834,0
1835,1835,0
1836,1836,0
1837,1837,0
1838,1838,0
1839,1839,0
1840,1840,0
1841,1841,0
1842,1842,0
1843,1843,1
1844,1844,1
1845,1845,1
1846,1846,1
1847,1847,1
1848,1848,1
1849,1849,1
1850,1850,1
1851,1851,1
1852,1852,1
1853,1853,1
1854,1854,1
1855,1855,0
1856,1856,1
1857,1857,1
1858,1858,1
1859,1859,1
1860,1860,1
1861,1861,0
1862,1862,1
1863,1863,0
1864,1864,1
1865,1865,1
1866,1866,1
1867,1867,0
1868,1868,1
1869,1869,1
1870,1870,1
1871,1871,0
1872,1872,0
1873,1873,1
1874,1874,1
1875,1875,1
1876,1876,0
1877,1877,1
1878,1878,1
1879,1879,1
1880,1880,1
1881,1881,0
1882,1882,0
1883,1883,0
1884,1884,0
1885,1885,0
1886,1886,1
1887,1887,0
1888,1888,1
1889,1889,0
1890,1890,1
1891,1891,1
1892,1892,1
1893,1893,1
1894,1894,1
1895,1895,1
1896,1896,1
1897,1897,1
1898,1898,0
1899,1899,0
1900,1900,0
1901,1901,1
1902,1902,1
1903,1903,0
1904,1904,0
1905,1905,1
1906,1906,1
1907,1907,0
1908,1908,1
1909,1909,1
1910,1910,0
1911,1911,0
1912,1912,1
1913,1913,0
1914,1914,1
1915,1915,0
1916,1916,1
1917,1917,0
1918,1918,0
1919,1919,0
1920,1920,0
1921,1921,0
1922,1922,0
1923,1923,0
1924,1924,0
1925,1925,1
1926,1926,1
1927,1927,1
1928,1928,0
1929,1929,0
1930,1930,0
1931,1931,0
1932,1932,0
1933,1933,0
1934,1934,0
1935,1935,0
1936,1936,0
1937,1937,0
1938,1938,0
1939,1939,0
1940,1940,0
1941,1941,0
1942,1942,0
1943,1943,0
1944,1944,0
1945,1945,0
1946,1946,0
1947,1947,0
1948,1948,0
1949,1949,0
1950,1950,0
1951,1951,0
1952,1952,0
1953,1953,0
1954,1954,0
1955,1955,0
1956,1956,0
1957,1957,0
1958,1958,0
1959,1959,0
1960,1960,0
1961,1961,0
1962,1962,0
1963,1963,0
1964,1964,0
1965,1965,0
1966,1966,0
1967,1967,0
1968,1968,0
1969,1969,0
1970,1970,0
1971,1971,0
1972,1972,0
1973,1973,0
1974,1974,0
1975,1975,0
1976,1976,0
1977,1977,0
1978,1978,0
1979,1979,0
1980,1980,0
1981,1981,0
1982,1982,0
1983,1983,0
1984,1984,0
1985,1985,0
1986,1986,0
1987,1987,0
1988,1988,0
1989,1989,0
1990,1990,0
1991,1991,0
1992,1992,0
1993,1993,0
1994,1994,0
1995,1995,0
1996,1996,0
